1UKcdgbg1nh1ie_Zv-T7DAE_rI_OpatKP	1F3GadkVHnt9zp6uG7lOI6Z6p4-y5hm8y	folder	02_begin-cleaning-data
1eN1ov6zOsTXwP5huzkff5ZLBr197uRI-	1F3GadkVHnt9zp6uG7lOI6Z6p4-y5hm8y	folder	01_data-cleaning-is-a-must
1j5HRmQQJV_lq2GVFSbYjKEiBZeq57otH	1F3GadkVHnt9zp6uG7lOI6Z6p4-y5hm8y	folder	04_weekly-challenge-2
1_RqPKl71IDNrgptqil9nYuCSd7e2pP2o	1F3GadkVHnt9zp6uG7lOI6Z6p4-y5hm8y	folder	03_cleaning-data-in-spreadsheets
1sLFzLfpl2ep4TL3a4HJHk-1JvWHliCtg	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	04_testing-your-data
1noX1W-gHQz3kaXzNARqw7OA0P6UgPzEf	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	02_data-integrity-and-analytics-objectives
1TMpk3jmIxfJkSKv-yR0Qxdd0Od2xFa01	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	05_consider-the-margin-of-error
1mvrFyJUazCJJriyu4VPsBFQCdZhkpku7	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	01_focus-on-integrity
1glLeBXtThlU3aV8wtmN_1j168VpCM6fe	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	03_overcoming-the-challenges-of-insufficient-data
1as8vVHw6Euu7b1sWTJq464ACfUoI_DDI	12hAnpOvAwWoY95IUr6bUFD-aICNGc7Zd	folder	06_weekly-challenge-1
1kHIEDrp3NQrxCk9NglBLfQVVu3hgdsjG	1JlR9wweOe38J8CzfF8CrSRd86BxKcgr0	folder	01_course-challenge
1rDm21vZ3sc7DTSpb6eyXWTBDuJqGD6ej	11FzUjNXCTjN_9CcpO0gU3E9qypdsxJHx	folder	01_the-data-analyst-hiring-process
15gH-hQHweLFBloDZmVVlShAGwV-w5SRf	11FzUjNXCTjN_9CcpO0gU3E9qypdsxJHx	folder	03_highlighting-experiences-on-resumes
15AxgQpkilqfY2gFlhT2M6aqi-JgbDjBb	11FzUjNXCTjN_9CcpO0gU3E9qypdsxJHx	folder	02_understand-the-elements-of-a-data-analyst-resume
1pZ7pAR-qt9ZUGYprOz-S4HpPhYyGOR6m	11FzUjNXCTjN_9CcpO0gU3E9qypdsxJHx	folder	04_exploring-areas-of-interest
1IoUhmiKm224_PZLcw_ELQ9ROw9F00Pcs	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	06_weekly-challenge-1
1LJuI80qFFWPEcJEbBGLSMTMhQszPC0yX	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	05_sort-data-using-sql
1py4cz2LNKE2K-t-MpMR2Md9UdYEIBBX1	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	02_data-analysis-basics
1FUHb1nTAqZfXbOGJ8m5u8exgYaFOw0t0	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	01_lets-get-organized
1eJvXeBlAOcNz9IGfRrI-Z89YDZqP4kcC	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	04_sort-data-in-spreadsheets
19Z47SIoZ8AHCghWCAxN4PoosWP5JB1fb	1hAEH9pZODZ4whgjC-udcQtjFmXV7Swcf	folder	03_organize-data-for-analysis
1jAa8-uvRykYTDY3H6V2rXWdWlz7pQ-YV	1dblIZsyn0K5VBsHLunR94JkFvWkQj-Mm	folder	04_weekly-challenge-2
1Ss22pU1X9NjoQH8JKI6jtgSe2u2GyvKX	1dblIZsyn0K5VBsHLunR94JkFvWkQj-Mm	folder	03_get-support-during-analysis
1uluhPLQ0YX4QfMrGNXSyE-EIae_2WSRW	1dblIZsyn0K5VBsHLunR94JkFvWkQj-Mm	folder	01_convert-and-format-data
1qwg4i6rcqcrOu3rsJMmbYQg2n4fiJ9Dq	1dblIZsyn0K5VBsHLunR94JkFvWkQj-Mm	folder	02_combine-multiple-datasets
17CRk1xvdUfDbrvwZTHYMJxepTaVPJ9zz	1ul2dtlyzDuXbSfS3E_nQ_WEAlrS_rXtG	folder	02_citations-from-course
1oGtmCzzcHoG3YPS0XogOUvCQJe1QW80i	1ul2dtlyzDuXbSfS3E_nQ_WEAlrS_rXtG	folder	01_program-surveys
19yG-z7WQHLaqE1NkWhu-Z9EyHJVyZ2CS	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	03_learn-more-sql-calculations
11cBg-HnJUySiupntILEixrSf8AXVABBr	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	07_course-challenge
18z3u9S_JjPCVmFlNbM5jMJhTzdpJQ4y7	1XNJAJTHCf1xzBV0R4EM9KlYnLJPeMnOy	folder	04_the-data-validation-process
